"treeID","bin","95th_eucDist","bin_numb"
16,"(11.4,11.9].95%",2.64521287993526,11.4
16,"(11.9,12.4].95%",1.86796319517585,11.9
16,"(12.4,12.9].95%",2.56138422677108,12.4
16,"(12.9,13.4].95%",2.38402495750331,12.9
16,"(13.4,13.9].95%",1.95237999213587,13.4
16,"(13.9,14.4].95%",2.31373355438418,13.9
16,"(14.4,14.9].95%",1.98157005747806,14.4
16,"(14.9,15.4].95%",2.06760156009509,14.9
16,"(15.4,15.9].95%",2.12256029239282,15.4
16,"(15.9,16.4].95%",1.80664892426244,15.9
16,"(16.4,16.9].95%",1.73909379292967,16.4
16,"(16.9,17.4].95%",2.00490759762452,16.9
16,"(17.4,17.9].95%",2.264791818609,17.4
16,"(17.9,18.4].95%",2.12491997179371,17.9
16,"(18.4,18.9].95%",1.57558117942912,18.4
16,"(18.9,19.4].95%",1.72233869542014,18.9
16,"(19.4,19.9].95%",1.35840318349647,19.4
16,"(19.9,20.4].95%",1.42710265838709,19.9
16,"(20.4,20.9].95%",0.538574450282045,20.4
16,"(20.9,21.4].95%",0.484927474076526,20.9
17,"(7.34,7.84].95%",2.67617194239644,7.34
17,"(7.84,8.34].95%",2.62443901063348,7.84
17,"(9.34,9.84].95%",3.03641001877979,9.34
17,"(9.84,10.3].95%",3.52540727012251,9.84
17,"(10.3,10.8].95%",3.32136697317017,10.3
17,"(10.8,11.3].95%",3.35683929468736,10.8
17,"(11.3,11.8].95%",3.94823940888185,11.3
17,"(11.8,12.3].95%",2.38216633129263,11.8
17,"(12.8,13.3].95%",2.85992630416475,12.8
17,"(13.3,13.8].95%",2.44992584565205,13.3
17,"(13.8,14.3].95%",2.54796296637947,13.8
17,"(14.3,14.8].95%",1.5285259828388,14.3
17,"(14.8,15.3].95%",2.1130772392773,14.8
17,"(15.3,15.8].95%",2.13905501338207,15.3
17,"(15.8,16.3].95%",2.04247588664707,15.8
17,"(16.3,16.8].95%",2.04967447766977,16.3
17,"(16.8,17.3].95%",1.87723145054136,16.8
17,"(17.3,17.8].95%",0.886826248186631,17.3
17,"(17.8,18.3].95%",0.769060189510249,17.8
17,"(18.3,18.8].95%",NA,18.3
17,"(18.8,19.3].95%",0.871620517589389,18.8
17,"(19.3,19.8].95%",0.0835971041293893,19.3
18,"(1.38,1.88].95%",0.387052018771784,1.38
18,"(1.88,2.38].95%",0.333769177011186,1.88
18,"(2.38,2.88].95%",0.32254858666135,2.38
18,"(2.88,3.38].95%",0.368595347895249,2.88
18,"(3.38,3.88].95%",0.374876790047022,3.38
18,"(3.88,4.38].95%",0.378434203960797,3.88
18,"(4.38,4.88].95%",0.369310209636132,4.38
18,"(4.88,5.38].95%",0.409869668068581,4.88
18,"(5.38,5.88].95%",0.417034919709686,5.38
18,"(5.88,6.38].95%",0.416307155239945,5.88
18,"(6.38,6.88].95%",0.430861922698591,6.38
18,"(6.88,7.38].95%",0.432921316459077,6.88
18,"(7.38,7.88].95%",0.453530819178085,7.38
18,"(7.88,8.38].95%",0.425282228091775,7.88
18,"(8.38,8.88].95%",0.473062902731739,8.38
18,"(8.88,9.38].95%",0.474418972796184,8.88
18,"(9.38,9.88].95%",0.489494407078817,9.38
18,"(9.88,10.4].95%",0.4947030651143,9.88
18,"(10.4,10.9].95%",0.506405005781153,10.4
18,"(10.9,11.4].95%",2.65571452130685,10.9
18,"(11.4,11.9].95%",2.17353667325331,11.4
18,"(11.9,12.4].95%",2.51880267067859,11.9
18,"(12.9,13.4].95%",NA,12.9
18,"(13.4,13.9].95%",2.11910174384201,13.4
18,"(13.9,14.4].95%",2.16987333473237,13.9
18,"(14.4,14.9].95%",2.19721572481017,14.4
18,"(14.9,15.4].95%",2.10750200718,14.9
18,"(15.4,15.9].95%",NA,15.4
18,"(15.9,16.4].95%",1.8337834166686,15.9
18,"(16.4,16.9].95%",1.09423352059916,16.4
18,"(16.9,17.4].95%",1.46836857798661,16.9
18,"(17.4,17.9].95%",1.95806434746133,17.4
18,"(17.9,18.4].95%",NA,17.9
18,"(18.4,18.9].95%",1.34024593479116,18.4
18,"(18.9,19.4].95%",1.94672052381119,18.9
18,"(19.9,20.4].95%",0.367469729670085,19.9
19,"(1.37,1.87].95%",0.837495370384408,1.37
19,"(1.87,2.37].95%",0.800829628164215,1.87
19,"(2.37,2.87].95%",0.804605954981887,2.37
19,"(2.87,3.37].95%",0.919191443267984,2.87
19,"(3.37,3.87].95%",0.874086915002336,3.37
19,"(3.87,4.37].95%",0.837146818527728,3.87
19,"(4.37,4.87].95%",0.833242017057561,4.37
19,"(4.87,5.37].95%",1.23841488904701,4.87
19,"(5.37,5.87].95%",0.873504709781758,5.37
19,"(5.87,6.37].95%",1.07422649212286,5.87
19,"(6.37,6.87].95%",0.925081353116183,6.37
19,"(6.87,7.37].95%",2.37342640216664,6.87
19,"(7.37,7.87].95%",2.02997312357543,7.37
19,"(7.87,8.37].95%",2.1827897697515,7.87
19,"(8.37,8.87].95%",2.05100678258733,8.37
19,"(8.87,9.37].95%",1.10636632861931,8.87
19,"(9.37,9.87].95%",1.59784904871514,9.37
19,"(9.87,10.4].95%",2.28979995177989,9.87
19,"(10.4,10.9].95%",3.78456046704739,10.4
19,"(10.9,11.4].95%",3.78490329833543,10.9
19,"(11.4,11.9].95%",2.93057987134078,11.4
19,"(11.9,12.4].95%",2.39358475085813,11.9
19,"(12.4,12.9].95%",2.25324588081455,12.4
19,"(12.9,13.4].95%",2.61610190634921,12.9
19,"(13.4,13.9].95%",2.91111083724233,13.4
19,"(13.9,14.4].95%",2.16967054827065,13.9
19,"(14.4,14.9].95%",2.31880394901997,14.4
19,"(14.9,15.4].95%",2.44505861296154,14.9
19,"(15.4,15.9].95%",2.89103448532003,15.4
19,"(15.9,16.4].95%",2.44824885058842,15.9
19,"(16.4,16.9].95%",2.6165641508405,16.4
19,"(16.9,17.4].95%",2.1518651348451,16.9
19,"(17.4,17.9].95%",2.76985551675864,17.4
19,"(17.9,18.4].95%",2.2228489941735,17.9
19,"(18.4,18.9].95%",0.840516275193921,18.4
19,"(18.9,19.4].95%",1.41836025334229,18.9
19,"(19.4,19.9].95%",1.53484071576439,19.4
19,"(19.9,20.4].95%",1.35816627616964,19.9
19,"(20.4,20.9].95%",1.23573912257818,20.4
19,"(20.9,21.4].95%",0.899750099799396,20.9
19,"(21.4,21.9].95%",1.08045893821008,21.4
19,"(21.9,22.4].95%",0.517787114864467,21.9
20,"(1.38,1.88].95%",1.25690767596526,1.38
20,"(1.88,2.38].95%",1.2113654089836,1.88
20,"(2.38,2.88].95%",1.2646674310805,2.38
20,"(2.88,3.38].95%",1.3777090758771,2.88
20,"(3.38,3.88].95%",1.25795557187954,3.38
20,"(3.88,4.38].95%",1.25444347391065,3.88
20,"(4.38,4.88].95%",1.27057182329312,4.38
20,"(4.88,5.38].95%",1.19664806221248,4.88
20,"(5.38,5.88].95%",1.24679864359175,5.38
20,"(5.88,6.38].95%",1.28628340574277,5.88
20,"(6.38,6.88].95%",1.2874170778706,6.38
20,"(6.88,7.38].95%",1.2196926635703,6.88
20,"(7.38,7.88].95%",1.26807216691345,7.38
20,"(7.88,8.38].95%",1.34461835957668,7.88
20,"(8.38,8.88].95%",1.32347304113216,8.38
20,"(8.88,9.38].95%",1.27888808125189,8.88
20,"(9.38,9.88].95%",1.44795417828516,9.38
20,"(9.88,10.4].95%",1.95226484900408,9.88
20,"(10.4,10.9].95%",2.4897015518954,10.4
20,"(10.9,11.4].95%",1.91914263553954,10.9
20,"(11.4,11.9].95%",1.44192786742809,11.4
20,"(11.9,12.4].95%",1.30315392432399,11.9
20,"(12.4,12.9].95%",1.87535161448501,12.4
20,"(12.9,13.4].95%",4.8215515840262,12.9
20,"(13.4,13.9].95%",3.9615921493732,13.4
20,"(13.9,14.4].95%",3.64275833907235,13.9
20,"(14.4,14.9].95%",4.64989594958032,14.4
20,"(14.9,15.4].95%",4.38731250555654,14.9
20,"(15.4,15.9].95%",1.86519979652322,15.4
20,"(15.9,16.4].95%",2.8428807798929,15.9
20,"(16.4,16.9].95%",3.14130256573742,16.4
20,"(16.9,17.4].95%",1.80915108089304,16.9
20,"(17.4,17.9].95%",1.68977675716505,17.4
20,"(17.9,18.4].95%",1.43543620010113,17.9
20,"(18.4,18.9].95%",1.03451422102024,18.4
20,"(18.9,19.4].95%",1.00145468087247,18.9
20,"(19.4,19.9].95%",0.971567525183489,19.4
20,"(19.9,20.4].95%",0.835484298553036,19.9
20,"(20.4,20.9].95%",0.346845414597401,20.4
21,"(1.37,1.87].95%",0.902233510262863,1.37
21,"(1.87,2.37].95%",0.859137972502608,1.87
21,"(2.37,2.87].95%",0.841592998818757,2.37
21,"(2.87,3.37].95%",0.836150266937032,2.87
21,"(3.37,3.87].95%",0.797836616528853,3.37
21,"(3.87,4.37].95%",0.761607362906623,3.87
21,"(4.37,4.87].95%",0.726452265200752,4.37
21,"(4.87,5.37].95%",0.753269571318962,4.87
21,"(5.37,5.87].95%",0.744073039862847,5.37
21,"(5.87,6.37].95%",0.64675660769452,5.87
21,"(6.37,6.87].95%",0.638561172984296,6.37
21,"(6.87,7.37].95%",0.608117983138329,6.87
21,"(7.37,7.87].95%",0.617363523986685,7.37
21,"(7.87,8.37].95%",0.582405623754108,7.87
21,"(8.37,8.87].95%",0.570916490755485,8.37
21,"(8.87,9.37].95%",0.505204909197467,8.87
21,"(9.37,9.87].95%",0.635912179130637,9.37
21,"(9.87,10.4].95%",0.498071598264988,9.87
21,"(10.4,10.9].95%",1.69509083833897,10.4
21,"(10.9,11.4].95%",1.59383075917166,10.9
21,"(11.4,11.9].95%",0.403217220351822,11.4
21,"(11.9,12.4].95%",0.780406305693309,11.9
21,"(12.4,12.9].95%",2.51138227443387,12.4
21,"(12.9,13.4].95%",3.04421770932864,12.9
21,"(13.4,13.9].95%",2.31774104243938,13.4
21,"(13.9,14.4].95%",2.77355598824899,13.9
21,"(14.4,14.9].95%",2.76715277176955,14.4
21,"(14.9,15.4].95%",1.29222859671102,14.9
21,"(15.4,15.9].95%",3.04252542863758,15.4
21,"(15.9,16.4].95%",2.99453665377163,15.9
21,"(16.4,16.9].95%",3.37305790325725,16.4
21,"(16.9,17.4].95%",2.04851653619715,16.9
21,"(17.4,17.9].95%",1.90746294479232,17.4
21,"(17.9,18.4].95%",1.14280429706822,17.9
21,"(18.4,18.9].95%",1.05803810181218,18.4
21,"(18.9,19.4].95%",1.08650236783194,18.9
21,"(19.4,19.9].95%",0.729564473679002,19.4
21,"(19.9,20.4].95%",0.309700905257346,19.9
22,"(1.39,1.89].95%",0.754887132435862,1.39
22,"(1.89,2.39].95%",0.768545110663672,1.89
22,"(2.39,2.89].95%",0.665686263110595,2.39
22,"(2.89,3.39].95%",0.680060317073315,2.89
22,"(3.39,3.89].95%",0.690593324239082,3.39
22,"(3.89,4.39].95%",0.702059408687942,3.89
22,"(4.39,4.89].95%",0.851113872980699,4.39
22,"(4.89,5.39].95%",0.702137468575581,4.89
22,"(5.39,5.89].95%",0.736174500671732,5.39
22,"(5.89,6.39].95%",1.05570559996003,5.89
22,"(6.39,6.89].95%",0.869423431620755,6.39
22,"(6.89,7.39].95%",0.79260577697579,6.89
22,"(7.39,7.89].95%",0.68411251295204,7.39
22,"(7.89,8.39].95%",0.761613750767023,7.89
22,"(8.39,8.89].95%",1.19992109114069,8.39
22,"(8.89,9.39].95%",0.865999296931163,8.89
22,"(9.39,9.89].95%",1.01644937452488,9.39
22,"(9.89,10.4].95%",2.38322826317935,9.89
22,"(10.4,10.9].95%",3.09329673764615,10.4
22,"(10.9,11.4].95%",3.16962741111158,10.9
22,"(11.4,11.9].95%",3.10481097095793,11.4
22,"(11.9,12.4].95%",2.96210994815505,11.9
22,"(12.4,12.9].95%",2.94758731661227,12.4
22,"(12.9,13.4].95%",3.2284094721637,12.9
22,"(13.4,13.9].95%",3.01618404951633,13.4
22,"(13.9,14.4].95%",2.99641509106998,13.9
22,"(14.4,14.9].95%",2.90503825613343,14.4
22,"(14.9,15.4].95%",2.7601843185708,14.9
22,"(15.4,15.9].95%",3.0091874171886,15.4
22,"(15.9,16.4].95%",2.56233976833168,15.9
22,"(16.4,16.9].95%",2.75896611341819,16.4
22,"(16.9,17.4].95%",2.61650773992971,16.9
22,"(17.4,17.9].95%",2.86882766788968,17.4
22,"(17.9,18.4].95%",2.96234357424179,17.9
22,"(18.4,18.9].95%",0.902088356849811,18.4
23,"(1.39,1.89].95%",0.846860660734662,1.39
23,"(1.89,2.39].95%",0.766071027330902,1.89
23,"(2.39,2.89].95%",0.787970851883,2.39
23,"(2.89,3.39].95%",1.58622349919506,2.89
23,"(3.39,3.89].95%",1.73678256693912,3.39
23,"(3.89,4.39].95%",1.53660758536047,3.89
23,"(4.39,4.89].95%",0.80246113727668,4.39
23,"(4.89,5.39].95%",0.689718420614825,4.89
23,"(5.39,5.89].95%",0.687270457334116,5.39
23,"(5.89,6.39].95%",0.959171042069977,5.89
23,"(6.39,6.89].95%",1.50692868804494,6.39
23,"(6.89,7.39].95%",1.37129911803542,6.89
23,"(7.39,7.89].95%",1.33286982162479,7.39
23,"(7.89,8.39].95%",1.75232927514043,7.89
23,"(8.39,8.89].95%",2.25420110378897,8.39
23,"(8.89,9.39].95%",1.67557822257745,8.89
23,"(9.39,9.89].95%",1.55879674448125,9.39
23,"(9.89,10.4].95%",1.51989603556663,9.89
23,"(10.4,10.9].95%",3.92797868479023,10.4
23,"(10.9,11.4].95%",3.79839496087686,10.9
23,"(11.4,11.9].95%",3.74442752589266,11.4
23,"(11.9,12.4].95%",3.37654177288414,11.9
23,"(12.4,12.9].95%",2.77786572778254,12.4
23,"(12.9,13.4].95%",3.37532842248381,12.9
23,"(13.4,13.9].95%",3.04460988765415,13.4
23,"(13.9,14.4].95%",3.72428219596386,13.9
23,"(14.4,14.9].95%",3.01118488234722,14.4
23,"(14.9,15.4].95%",2.33998517934891,14.9
23,"(15.4,15.9].95%",2.60720186212214,15.4
23,"(15.9,16.4].95%",2.72962494263198,15.9
23,"(16.4,16.9].95%",3.01601131497966,16.4
23,"(16.9,17.4].95%",3.33429700469215,16.9
23,"(17.4,17.9].95%",3.36848549687054,17.4
23,"(17.9,18.4].95%",2.02150002654293,17.9
23,"(18.4,18.9].95%",2.10148354531799,18.4
23,"(18.9,19.4].95%",1.67579774642158,18.9
23,"(19.4,19.9].95%",1.58330396831286,19.4
23,"(19.9,20.4].95%",1.17799163330036,19.9
23,"(20.4,20.9].95%",0.959480617934618,20.4
23,"(20.9,21.4].95%",0.673832463495055,20.9
24,"(1.38,1.88].95%",0.414311241095264,1.38
24,"(1.88,2.38].95%",0.416567113882533,1.88
24,"(2.38,2.88].95%",0.415805162642185,2.38
24,"(2.88,3.38].95%",0.399231559408248,2.88
24,"(3.38,3.88].95%",0.392691501116148,3.38
24,"(3.88,4.38].95%",0.389430631580413,3.88
24,"(4.38,4.88].95%",0.385237585438546,4.38
24,"(4.88,5.38].95%",0.362210755902079,4.88
24,"(5.38,5.88].95%",0.415537330037827,5.38
24,"(5.88,6.38].95%",0.558430235257333,5.88
24,"(6.38,6.88].95%",0.351359272722182,6.38
24,"(6.88,7.38].95%",0.318521553785069,6.88
24,"(7.38,7.88].95%",0.416187863424129,7.38
24,"(7.88,8.38].95%",0.289565571659601,7.88
24,"(8.38,8.88].95%",0.305007408623015,8.38
24,"(8.88,9.38].95%",0.239401336630784,8.88
24,"(9.38,9.88].95%",0.415506392325548,9.38
24,"(9.88,10.4].95%",1.1127084075871,9.88
24,"(10.4,10.9].95%",0.847221027999169,10.4
24,"(10.9,11.4].95%",0.401558559642255,10.9
24,"(11.4,11.9].95%",0.689854111995674,11.4
24,"(11.9,12.4].95%",2.03439528796859,11.9
24,"(12.4,12.9].95%",2.19069938470183,12.4
24,"(12.9,13.4].95%",2.07905536825268,12.9
24,"(13.4,13.9].95%",2.4542636369568,13.4
24,"(13.9,14.4].95%",2.80197336674758,13.9
24,"(14.4,14.9].95%",1.93675720719036,14.4
24,"(14.9,15.4].95%",1.89889754712095,14.9
24,"(15.4,15.9].95%",1.71822494194892,15.4
24,"(15.9,16.4].95%",1.41753216293264,15.9
24,"(16.4,16.9].95%",1.42002286107942,16.4
24,"(16.9,17.4].95%",1.289729001027,16.9
24,"(17.4,17.9].95%",0.584289734813142,17.4
25,"(1.37,1.87].95%",0.99421994800562,1.37
25,"(1.87,2.37].95%",0.951752302383814,1.87
25,"(2.37,2.87].95%",0.926854394749698,2.37
25,"(2.87,3.37].95%",0.945445946330181,2.87
25,"(3.37,3.87].95%",0.887921652086758,3.37
25,"(3.87,4.37].95%",0.825523998692745,3.87
25,"(4.37,4.87].95%",0.918891974057578,4.37
25,"(4.87,5.37].95%",0.766090130850068,4.87
25,"(5.37,5.87].95%",0.827308782659104,5.37
25,"(5.87,6.37].95%",0.925143875697416,5.87
25,"(6.37,6.87].95%",2.65803767161985,6.37
25,"(6.87,7.37].95%",2.50478571070208,6.87
25,"(7.37,7.87].95%",2.17671499021416,7.37
25,"(7.87,8.37].95%",1.48435418984136,7.87
25,"(8.37,8.87].95%",3.36816327433643,8.37
25,"(8.87,9.37].95%",3.17244315763827,8.87
25,"(9.37,9.87].95%",3.20449236452495,9.37
25,"(9.87,10.4].95%",2.63699309496259,9.87
25,"(10.4,10.9].95%",2.66411264363831,10.4
25,"(10.9,11.4].95%",2.33291880784944,10.9
25,"(11.4,11.9].95%",2.94742945022449,11.4
25,"(11.9,12.4].95%",2.48517042372265,11.9
25,"(12.4,12.9].95%",2.63760954022992,12.4
25,"(12.9,13.4].95%",2.17303586969654,12.9
25,"(13.4,13.9].95%",2.18173709696825,13.4
25,"(13.9,14.4].95%",2.45177542101295,13.9
25,"(14.4,14.9].95%",1.79839224536515,14.4
25,"(14.9,15.4].95%",1.9032921327217,14.9
25,"(15.4,15.9].95%",1.6750988018926,15.4
25,"(15.9,16.4].95%",1.41715429229863,15.9
25,"(16.4,16.9].95%",1.52305183505193,16.4
25,"(16.9,17.4].95%",1.13789018318852,16.9
25,"(17.4,17.9].95%",1.06285953978991,17.4
25,"(17.9,18.4].95%",0.772836103006771,17.9
26,"(1.37,1.87].95%",1.0707668895931,1.37
26,"(1.87,2.37].95%",0.986044217404479,1.87
26,"(2.37,2.87].95%",0.958980994759191,2.37
26,"(2.87,3.37].95%",0.936444667537727,2.87
26,"(3.37,3.87].95%",0.988399210870898,3.37
26,"(3.87,4.37].95%",0.999101083927024,3.87
26,"(4.37,4.87].95%",0.982706000967125,4.37
26,"(4.87,5.37].95%",1.04403935647262,4.87
26,"(5.37,5.87].95%",1.07057115837284,5.37
26,"(5.87,6.37].95%",1.08435646450067,5.87
26,"(6.37,6.87].95%",1.15285218502992,6.37
26,"(6.87,7.37].95%",1.18709973204332,6.87
26,"(7.37,7.87].95%",2.5288423362498,7.37
26,"(7.87,8.37].95%",3.10147556632067,7.87
26,"(8.37,8.87].95%",2.61993921688391,8.37
26,"(8.87,9.37].95%",2.93892665403663,8.87
26,"(9.37,9.87].95%",2.7572029031302,9.37
26,"(9.87,10.4].95%",1.90271652908937,9.87
26,"(10.4,10.9].95%",2.53625603409034,10.4
26,"(10.9,11.4].95%",0.337931323911274,10.9
26,"(11.4,11.9].95%",0.281153541699184,11.4
26,"(11.9,12.4].95%",0.277531092601044,11.9
26,"(12.4,12.9].95%",0.237886676499969,12.4
26,"(12.9,13.4].95%",0.221197822352779,12.9
26,"(13.4,13.9].95%",0.200881299866741,13.4
26,"(13.9,14.4].95%",0.1407513136846,13.9
26,"(14.4,14.9].95%",0.122431444223212,14.4
26,"(14.9,15.4].95%",1.7238802513945,14.9
26,"(15.4,15.9].95%",0.107899349394719,15.4
26,"(15.9,16.4].95%",0.131937138941258,15.9
26,"(16.4,16.9].95%",0.136039113445459,16.4
26,"(16.9,17.4].95%",1.34372912916674,16.9
26,"(17.4,17.9].95%",0.11291445345912,17.4
26,"(17.9,18.4].95%",0.0873282831943862,17.9
26,"(18.4,18.9].95%",0.181272379342634,18.4
27,"(6.45,6.95].95%",1.20481710743489,6.45
27,"(6.95,7.45].95%",NA,6.95
27,"(7.45,7.95].95%",2.64005775213563,7.45
27,"(7.95,8.45].95%",2.60599101421401,7.95
27,"(8.95,9.45].95%",NA,8.95
27,"(9.45,9.95].95%",2.8837706139777,9.45
27,"(10.5,11].95%",2.36917931507528,10.5
27,"(11,11.5].95%",1.21560528514107,NA
27,"(12,12.5].95%",1.31991705978576,NA
27,"(14.5,15].95%",0.480298442198005,14.5
27,"(15,15.5].95%",1.18673469350491,NA
28,"(1.38,1.88].95%",1.31205631947277,1.38
28,"(1.88,2.38].95%",1.26440631440315,1.88
28,"(2.38,2.88].95%",1.23711098878019,2.38
28,"(2.88,3.38].95%",1.20815155437452,2.88
28,"(3.38,3.88].95%",1.1862639538553,3.38
28,"(3.88,4.38].95%",1.14733131354687,3.88
28,"(4.38,4.88].95%",1.1422344028379,4.38
28,"(4.88,5.38].95%",1.1054666016371,4.88
28,"(5.38,5.88].95%",1.05687218703594,5.38
28,"(5.88,6.38].95%",1.04089412098167,5.88
28,"(6.38,6.88].95%",1.0287920640482,6.38
28,"(6.88,7.38].95%",0.97884940558419,6.88
28,"(7.38,7.88].95%",0.962478649482139,7.38
28,"(7.88,8.38].95%",0.941836061844569,7.88
28,"(8.38,8.88].95%",1.26269608581219,8.38
28,"(8.88,9.38].95%",0.948811691670069,8.88
28,"(9.38,9.88].95%",0.875678522568598,9.38
28,"(9.88,10.4].95%",0.866622320096025,9.88
28,"(10.4,10.9].95%",3.57429619762198,10.4
28,"(10.9,11.4].95%",3.7021983463186,10.9
28,"(11.4,11.9].95%",3.41444786614743,11.4
28,"(11.9,12.4].95%",3.42899977053375,11.9
28,"(12.4,12.9].95%",4.29254789320478,12.4
28,"(12.9,13.4].95%",4.38493671613288,12.9
28,"(13.4,13.9].95%",4.14091257785093,13.4
28,"(13.9,14.4].95%",3.53422137723664,13.9
28,"(14.4,14.9].95%",3.38858922865617,14.4
28,"(14.9,15.4].95%",3.25420497212497,14.9
28,"(15.4,15.9].95%",3.05831583939223,15.4
28,"(15.9,16.4].95%",3.55600518807991,15.9
28,"(16.4,16.9].95%",3.42539149899589,16.4
28,"(16.9,17.4].95%",3.30134896670107,16.9
28,"(17.4,17.9].95%",3.20923012091647,17.4
28,"(17.9,18.4].95%",3.52082088988618,17.9
28,"(18.4,18.9].95%",3.45464966965949,18.4
28,"(18.9,19.4].95%",3.58764578165625,18.9
28,"(19.4,19.9].95%",3.13042439483659,19.4
28,"(19.9,20.4].95%",3.36569946766406,19.9
28,"(20.4,20.9].95%",3.41681927650717,20.4
28,"(20.9,21.4].95%",2.12473508775959,20.9
28,"(21.4,21.9].95%",2.26920944408293,21.4
28,"(21.9,22.4].95%",1.86046449970006,21.9
28,"(22.4,22.9].95%",1.6186668535726,22.4
28,"(22.9,23.4].95%",1.68997413559853,22.9
28,"(23.4,23.9].95%",1.08056142980717,23.4
28,"(23.9,24.4].95%",1.08063615506281,23.9
28,"(24.4,24.9].95%",0.599076129784157,24.4
28,"(24.9,25.4].95%",0.322275449601271,24.9
29,"(1.39,1.89].95%",0.569512993652516,1.39
29,"(1.89,2.39].95%",0.57025865059346,1.89
29,"(2.39,2.89].95%",0.557881499679688,2.39
29,"(2.89,3.39].95%",0.557011446791576,2.89
29,"(3.39,3.89].95%",0.578406957383293,3.39
29,"(3.89,4.39].95%",0.525593741286546,3.89
29,"(4.39,4.89].95%",0.576877892846495,4.39
29,"(4.89,5.39].95%",0.689127194276473,4.89
29,"(5.39,5.89].95%",0.545108765201856,5.39
29,"(5.89,6.39].95%",0.551030303476427,5.89
29,"(6.39,6.89].95%",0.533281294572681,6.39
29,"(6.89,7.39].95%",0.510804138320695,6.89
29,"(7.39,7.89].95%",0.603766563335105,7.39
29,"(7.89,8.39].95%",0.706925409778104,7.89
29,"(8.39,8.89].95%",1.79985234861051,8.39
29,"(8.89,9.39].95%",0.530920104006443,8.89
29,"(9.39,9.89].95%",0.889239747829412,9.39
29,"(9.89,10.4].95%",0.886275177299526,9.89
29,"(10.4,10.9].95%",1.43797647904948,10.4
29,"(10.9,11.4].95%",2.5358759387665,10.9
29,"(11.4,11.9].95%",1.99475249391468,11.4
29,"(11.9,12.4].95%",2.2721664907758,11.9
29,"(12.4,12.9].95%",2.00986594630971,12.4
29,"(12.9,13.4].95%",1.94674454073208,12.9
29,"(13.4,13.9].95%",2.06501549625413,13.4
29,"(13.9,14.4].95%",2.16286532933097,13.9
29,"(14.4,14.9].95%",2.47366910835196,14.4
29,"(14.9,15.4].95%",2.03358492527595,14.9
29,"(15.4,15.9].95%",2.20625516574244,15.4
29,"(15.9,16.4].95%",2.12227364669515,15.9
29,"(16.4,16.9].95%",2.2546702352339,16.4
29,"(16.9,17.4].95%",1.81664454763489,16.9
29,"(17.4,17.9].95%",1.94205765613534,17.4
29,"(17.9,18.4].95%",1.457199547261,17.9
29,"(18.4,18.9].95%",1.8365250542757,18.4
29,"(18.9,19.4].95%",1.63398714800311,18.9
29,"(19.4,19.9].95%",1.29683523069451,19.4
29,"(19.9,20.4].95%",1.28867763984687,19.9
29,"(20.4,20.9].95%",0.936373936450037,20.4
29,"(20.9,21.4].95%",0.471663355760618,20.9
30,"(1.37,1.87].95%",0.266948517144451,1.37
30,"(1.87,2.37].95%",0.266011277964237,1.87
30,"(2.37,2.87].95%",0.264548021706378,2.37
30,"(2.87,3.37].95%",0.259561312930426,2.87
30,"(3.37,3.87].95%",0.253224758837557,3.37
30,"(3.87,4.37].95%",0.250158565598138,3.87
30,"(4.37,4.87].95%",0.20680819297587,4.37
30,"(4.87,5.37].95%",0.187340660623506,4.87
30,"(5.37,5.87].95%",0.201047284878118,5.37
30,"(5.87,6.37].95%",0.204019486731859,5.87
30,"(6.37,6.87].95%",0.202788935741317,6.37
30,"(6.87,7.37].95%",0.191175807765822,6.87
30,"(7.37,7.87].95%",0.43744270064974,7.37
30,"(7.87,8.37].95%",0.490746700076274,7.87
30,"(8.37,8.87].95%",0.178479128350047,8.37
30,"(8.87,9.37].95%",1.12202962890313,8.87
30,"(9.37,9.87].95%",1.73860429723561,9.37
30,"(9.87,10.4].95%",1.71104698223465,9.87
30,"(10.4,10.9].95%",0.794477021452952,10.4
30,"(10.9,11.4].95%",1.19327573889337,10.9
30,"(11.4,11.9].95%",1.69680277220212,11.4
30,"(11.9,12.4].95%",1.05401058948326,11.9
30,"(12.4,12.9].95%",2.4754044945866,12.4
30,"(12.9,13.4].95%",2.36361875782637,12.9
30,"(13.4,13.9].95%",2.24350136014111,13.4
30,"(13.9,14.4].95%",1.55306784663276,13.9
30,"(14.4,14.9].95%",2.2302300247189,14.4
30,"(14.9,15.4].95%",2.4256667759389,14.9
30,"(15.4,15.9].95%",2.59218343858119,15.4
30,"(15.9,16.4].95%",2.36296333219262,15.9
30,"(16.4,16.9].95%",2.11718495664267,16.4
30,"(16.9,17.4].95%",2.04002821856538,16.9
30,"(17.4,17.9].95%",2.31534668493027,17.4
30,"(17.9,18.4].95%",1.86070218301378,17.9
30,"(18.4,18.9].95%",2.00792436518809,18.4
30,"(18.9,19.4].95%",1.69425465726751,18.9
30,"(19.4,19.9].95%",1.73769397971077,19.4
30,"(19.9,20.4].95%",1.54654366987177,19.9
30,"(20.4,20.9].95%",0.809108409388007,20.4
30,"(20.9,21.4].95%",0.50728865369428,20.9
31,"(1.38,1.88].95%",0.569704655592157,1.38
31,"(1.88,2.38].95%",0.58354416255807,1.88
31,"(2.38,2.88].95%",0.720207806639561,2.38
31,"(2.88,3.38].95%",0.581772733574704,2.88
31,"(3.38,3.88].95%",0.644647732883126,3.38
31,"(3.88,4.38].95%",0.698159918840283,3.88
